,État,Marque,Date,nom,Prix,Description,keep,cat
174,NEUF SANS ÉTIQUETTE,MOSCHINO,2022-04-03,,93.0,"T-SHIRT EN COTON MOSCHINO, NEUF, JAMAIS PORTÉ, ENCORE AVEC ÉTIQUETTE. BLANC AVEC IMPRESSION AU DOS. TAILLE M. ACHETÉE AU MAGASIN DE MILAN POUR MON FILS MAIS IL N'A PAS AIMÉ. PAYER 142 EUROS.TRADUIRE",True,UltraFashion
175,BON ÉTAT,FENDI,2022-04-04,,323.02,"T-SHIRT NOIR LOGO FENDI CHENILLE F POUR HOMME 
TAILLE XL 
PVC 450 £
TRADUIRE",True,UltraFashion
176,BON ÉTAT,LACOSTE,2022-04-06,,25.0,"T-SHIRT LACOSTE EN BON ÉTAT, TAILLE XS/STRADUIRE",True,Fashion
177,NEUF SANS ÉTIQUETTE,REVELATION WOMAN,2022-04-05,,18.0,"T SHIRT DÉCOLLETÉ ET OUVERT DANS LE DOS.
NEUF JAMAIS PORTÉ.
MANCHES AMPLES. IMPRIMER PLUME
T SHIRT CEINTRÉ JUSTE À LA TAILLE 
TAILLE 36/38
TRADUIRE",True,Undefined
178,TRÈS BON ÉTAT,AIRNESS,2022-04-08,,20.0,T.SHIRT MANCHE COURTE . PORTER UNE FOIS . TRÈS BON ÉTAT . COULEUR NOIR ET ROSE TRADUIRE,False,FastFashion
179,NEUF AVEC ÉTIQUETTE,CALVIN KLEIN,2022-04-03,,40.0,"T-SHIRT CALVIN KLEIN BLEU FONCÉ À MANCHES LONGUES 
 NEUF AVEC ÉTIQUETTETRADUIRE",True,Undefined
180,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,2022-04-05,,38.0,"T SHIRT ZÉBRÉ BEIGE MARRON ET NOIR
MANCHES ET AISSELLE AMPLES.
TAILLE S/M
MARQUE ORFEO NEGROTRADUIRE",True,Undefined
181,TRÈS BON ÉTAT,TOMMY JEANS,2022-04-05,,38.0,"T SHIRT TOMMY JEANS HOMME TAILLE S
EXCELLENT, TRÈS PEU PORTÉE AUCUNE TRACE D’USURE PRÉSENTE   ENCORE LES ÉTIQUETTES DU MAGASIN.
AUCUN DÉFAUTTRADUIRE",True,FastFashion
182,NEUF SANS ÉTIQUETTE,CUSTO BARCELONA,2022-04-04,,30.0,"T-SHIRT BARCELONE PERSONNALISÉ. SUR LE DEVANT, C'EST UNE COULEUR ROUGE VIN LÉGÈREMENT BRILLANTE ET ON VOIT UN PEU À TRAVERS LE TISSU. DERRIÈRE LE TISSU EST COMME LE DAIM, LE VERT, LE VIOLET ET L'OR. MANCHES BOUFFANTES ROSES. SANS UTILISER.TRADUIRE",True,Undefined
183,NEUF SANS ÉTIQUETTE,DESIGUAL,2022-04-05,,25.0,T-SHIRT/MAILLOT MULTICOLORE JAMAIS PORTÉTRADUIRE,True,Undefined
184,TRÈS BON ÉTAT,ARMAND THIERY,2022-04-07,,17.0,"T SHIRT NOIR AVEC COL CARRÉ LÉOPARD.
MANCHE 3/4
MARQUE ARMAND THIERY
TAILLE 3
EN PARFAIT ÉTATTRADUIRE",True,Undefined
185,TRÈS BON ÉTAT,POLO RALPH LAUREN,2022-04-06,,24.0,T-SHIRT POLO RALPH LAUREN XL (18-20) 170 / 88A BLEU. EN EXCELLENT ÉTAT.TRADUIRE,True,Fashion
186,TRÈS BON ÉTAT,MAYORAL,2022-04-07,,18.0,"T-SHIRT EN COTON MAIRE BLANC FRAIS, EN PARFAIT ÉTATTRADUIRE",True,Undefined
187,NEUF AVEC ÉTIQUETTE,KARL LAGERFELD,2022-04-02,,50.0,T-SHIRT KARL LAGERFELD TAILLE XS. NEUF AVEC ÉTIQUETTE DE PRIX.TRADUIRE,True,UltraFashion
188,TRÈS BON ÉTAT,MAYORAL,2022-04-07,,18.0,"T-SHIRT BLEU CLAIR EN COTON MAYORAL, EN PARFAIT ÉTATTRADUIRE",True,Undefined
189,TRÈS BON ÉTAT,ARMAND THIERY,2022-04-07,,17.0,"T SHIRT VIOLET ET LILA AU COL.
EN PARFAIT ÉTAT SANS DÉFAUTS.
TAILLE 2 
ARMAND THIERYTRADUIRE",True,Undefined
190,BON ÉTAT,NON SIGNÉ / UNSIGNED,2022-04-08,,29.0,"T SHIRT AVEC POCHE.
COUTURE ORIGINALE.
TAILLE L
MARQUE O.K.STRADUIRE",True,Undefined
191,NEUF AVEC ÉTIQUETTE,GUCCI,2022-04-09,,215.0,"T-SHIRT OVERSIZE GUCCI PAR ALESSANDRO MICHELE. NEUF, AVEC ÉTIQUETTE.
 LOGO GUCCY, UTILISÉ LORS DES DÉFILÉS 2018/2019, AVEC LE CHIFFRE ROMAIN 25, CHIFFRE PORTE-BONHEUR DU CRÉATEUR. 
 SUPER GLAMOUR PROPOSÉ SOUS UN COSTUME AVEC UN PANTALON S...LIRE LA SUITETRADUIRE",True,UltraFashion
192,NEUF SANS ÉTIQUETTE,PINKO,2022-04-04,,37.0,T-SHIRT DI PINKO TAGLIA 42TRADUIRE,True,Undefined
193,NEUF SANS ÉTIQUETTE,GUCCI,2022-04-07,,185.0,"T-SHIRT MANCHES COURTES EN JERSEY GRIS CHINÉ AVEC UN IMPRIMÉ SIGNATURE. 100% COTON. ETIQUETTE DE TAILLE XS. EPAULES 51CM, LONGUEUR 73CM.TRADUIRE",True,UltraFashion
194,NEUF AVEC ÉTIQUETTE,MET,2022-04-04,,90.0,T-SHIRT À MANCHES LONGUES AVEC LOGO MET CENTRAL À PAILLETTES.TRADUIRE,True,Undefined
195,NEUF SANS ÉTIQUETTE,CALVIN KLEIN,2022-04-05,,28.0,T-SHIRT CALVIN KLEIN COMME NEUF… JAMAIS PORTÉ !! EN PARFAITE CONDITIONTRADUIRE,True,Undefined
196,NEUF SANS ÉTIQUETTE,JACQUEMUS,2022-03-31,,72.0,T-SHIRT JACQUEMUS A EN JERSEY BLANC / MANCHES MI-LONGUES / DRAPÉ SOUS LES BRAS / DRAPÉ SUR LES HANCHES / LONGUEUR HANCHESTRADUIRE,True,UltraFashion
197,TRÈS BON ÉTAT,BALENCIAGA,2022-03-29,,154.0,"T-SHIRT TRÈS RARE AVEC IMPRIMÉ SANTO SPIRITO 
 TAILLE M MAIS TAILLE PETITTRADUIRE",True,UltraFashion
198,TRÈS BON ÉTAT,ISABEL MARANT ETOILE,2022-04-03,,40.0,"T-SHIRT COULEUR BORDEAUX ISABEL MARANT. TRÈS PEU PORTÉ ET EN PARFAIT ÉTAT. 

LE T-SHIRT PARFAIT POUR L'ÉTÉ !
TRADUIRE",True,UltraFashion
199,TRÈS BON ÉTAT,EMPORIO ARMANI,2022-04-05,,23.0,"T-SHIRT BLANC ARMANI EXCHANGE 
 ✅ EN EXCELLENT ÉTAT, COMME NEUF 
 📐 TAILLE L 
 🎨 COULEUR BLANC NOIR ⚪⚫ 
 
 ℹ️ POUR TOUT INFORMATIONS OU SI VOUS SOUHAITEZ D'AUTRES PHOTOS N'HÉSITEZ PAS À LES DEMANDER, ELLES SONT À VOTRE DISPOSITION. ...LIRE LA SUITETRADUIRE",True,Undefined
200,TRÈS BON ÉTAT,GUCCI,2022-04-09,,99.0,T SHIRT GUCCI EN COTON BICOLORE GRIS BLEU/BLEU EN EXCELLENT ÉTATTRADUIRE,True,UltraFashion
201,TRÈS BON ÉTAT,AMIRI,2022-04-04,,120.0,"T SHIRT AMIRI, MEDIUM, NOIR, TRÈS BON ÉTATTRADUIRE",True,Undefined
202,TRÈS BON ÉTAT,VETEMENTS,2022-03-18,,142.41,"T-SHIRT VETEMENTS GRAPHIC PRINTED, TAILLE S MAIS TAILLE COMME DU L.TRÈS BON ÉTAT, PEU PORTÉ.TRADUIRE",True,Undefined
203,NEUF SANS ÉTIQUETTE,GUCCI,2022-04-09,,264.0,"T-SHIRT GUCCI RED SEQUIN WINGED SKULL 
 NEUF AVEC ÉTIQUETTE JAMAIS PORTÉ 
 TAILLE S 
 COTON BRODÉ DE SEQUINS 
 PRIX BOUTIQUE 1100€TRADUIRE",True,UltraFashion
204,NEUF AVEC ÉTIQUETTE,ANINE BING,2022-04-08,,87.86,"T-SHIRT ANINE BING LILI TAILLE MEDIUM. 
100 % COTON .TRADUIRE",True,UltraFashion
205,TRÈS BON ÉTAT,DIOR HOMME,2022-04-07,,135.0,T-SHIRT NOIR EN COTON AVEC DES SURPIQÛRESTRADUIRE,True,UltraFashion
206,TRÈS BON ÉTAT,BALENCIAGA,2022-04-02,,130.0,T-SHIRT NOIR AVEC ÉCRITURE BLEUE DANS LE DOSTRADUIRE,True,UltraFashion
207,TRÈS BON ÉTAT,ROUJE,2022-04-08,,50.0,"T-SHIRT GIUIA ROUJE
UNI CRÈME

PARFAIT ÉTAT - PORTÉ UNE FOISTRADUIRE",True,Undefined
208,TRÈS BON ÉTAT,BALENCIAGA,2022-04-09,,170.0,T SHIRT MANCHES COURTES BALENCIAGATRADUIRE,True,UltraFashion
209,TRÈS BON ÉTAT,VIVIENNE WESTWOOD,2022-03-27,,71.0,"T-SHIRT PROPAGANDA, COUPE SLIMTRADUIRE",True,UltraFashion
210,BON ÉTAT,GUCCI,2022-04-01,,67.0,"T-SHIRT GUCCI VINTAGE, TAILLE M. COL EN PIN AVEC BOUTONS, AVEC DES SIGNES MINIMES D'USURE, IL A UN PETIT TROU (VOIR PHOTOS), EN BON ÉTAT.TRADUIRE",True,UltraFashion
211,SATISFAISANT,DSQUARED2,2022-04-05,,60.0,T-SHIRT BLANC DSQUAREDTRADUIRE,True,UltraFashion
212,TRÈS BON ÉTAT,LACOSTE LIVE,2022-04-04,,27.0,"T SHIRT LACOSTE LIVE HOMME TAILLE S.
BON ÉTAT, A ÉTÉ PORTÉE (QUELQUES TRACE D’USURES COMME DES LÉGERS ACCROS, VOIR PHOTOS TOUTES LES IMPERFECTIONS SONT MISE EN VALEUR).
TRADUIRE",True,Fashion
213,NEUF SANS ÉTIQUETTE,GIVENCHY,2022-04-08,,135.0,"T-SHIRT GIVENCHY RARE RAINBOW LOGO, DISPONIBLE EN XL, ÉTIQUETTES ATTACHÉES, EXPÉDITION RAPIDE.TRADUIRE",True,UltraFashion
214,TRÈS BON ÉTAT,MARC BY MARC JACOBS,2022-04-01,,70.0,"T-SHIRT SOIE CACHEMIRE MARC BY MARC JACOBS AVEC 2 POCHES DEVANT.
TAILLE M.
TRÈS BON ÉTAT.TRADUIRE",True,Undefined
215,NEUF AVEC ÉTIQUETTE,RABENS SALONER,2022-04-01,,24.0,T-SHIRT EN COTON NON PORTÉ À IMPRIMÉ DESSIN ANIMÉ HIPPSTERSTRADUIRE,True,Undefined
216,TRÈS BON ÉTAT,BALENCIAGA,2022-04-02,,118.0,T-SHIRT OVERSIZE BALENCIAGATRADUIRE,True,UltraFashion
217,NEUF SANS ÉTIQUETTE,GIVENCHY,2022-04-08,,125.0,"T-SHIRT ARC-EN-CIEL ESPRIT RARE GIVENCHY, ÉTIQUETTES TAILLE XXL ATTACHÉES.TRADUIRE",True,UltraFashion
218,TRÈS BON ÉTAT,VIVIENNE WESTWOOD,2022-04-07,,55.66,"T-SHIRT VIVIENNE WESTWOOD BLEU MARINE



BON ÉTAT, AUCUN DÉFAUT NI TACHE


POITRINE : 55,9 CM 
LONGUEUR : 63,5 CMTRADUIRE",True,UltraFashion
219,TRÈS BON ÉTAT,BURBERRY,2022-04-01,,42.0,T-SHIRT À MANCHES TROIS QUARTS.TRADUIRE,True,UltraFashion
220,TRÈS BON ÉTAT,LOEWE,2022-04-01,,180.0,T-SHIRT LOEWE X PAULA'S IBIZATRADUIRE,True,Undefined
221,NEUF AVEC ÉTIQUETTE,GANNI,2022-04-09,,75.0,T-SHIRT CHIC GANNI. TAILLE 36.TRADUIRE,True,Undefined
222,NEUF SANS ÉTIQUETTE,GIVENCHY,2022-04-08,,125.0,"T-SHIRT GIVENCHY SHOULDERS TEXT, ÉTIQUETTES ATTACHÉES TAILLE XXL. EXPÉDITION RAPIDE.TRADUIRE",True,UltraFashion
223,NEUF AVEC ÉTIQUETTE,PRADA,2022-03-28,,115.0,"T-SHIRT COL BATEAU, EN COTON, AVEC ÉTIQUETTETRADUIRE",True,UltraFashion
224,NEUF AVEC ÉTIQUETTE,HERON PRESTON,2022-04-08,,116.29,T-SHIRT HERON PRESTON MOTIFS DE HÉRONS FENDUS. NOIR ET ORANGE TAILLE M. OVERSIZE. ÉTIQUETTES ENCORE DESSUS.TRADUIRE,True,Undefined
225,NEUF AVEC ÉTIQUETTE,FENDI,2022-04-07,,295.0,"T-SHIRT EN JERSEY NOIR COL ROND ET MANCHES COURTES. 
RÉALISÉ EN JERSEY DE COTON NOIR. 
ORNÉ DE L’INSCRIPTION FENDI ET D’UNE BRODERIE TON SUR TON.
VALEUR NEUVE EN BOUTIQUE : 650€
FABRIQUÉ EN ITALIETRADUIRE",True,UltraFashion
226,NEUF SANS ÉTIQUETTE,GUCCI,2022-03-28,,199.0,"T-SHIRT GUCCI NEUF AVEC ÉTIQUETTE. 
 TAILLE XSTRADUIRE",True,UltraFashion
227,NEUF AVEC ÉTIQUETTE,BALENCIAGA,2022-04-06,,226.11,"T-SHIRT BALENCIAGA GRIS ET ROSE LOGO PATCH

-TAILLE S COUPE RÉGULIÈRE
-NEUF AVEC ÉTIQUETTE
- MODÈLE FEMME MAIS UNISEXE
-SS18
-PVC 450 $

DOSSERET : 50 CM
ÉPAULES : 44 CM
LONGUEUR : 70 CMTRADUIRE",True,UltraFashion
228,TRÈS BON ÉTAT,NIKE,2022-04-09,,25.0,T-SHIRT NIKETRADUIRE,True,FastFashion
229,NEUF SANS ÉTIQUETTE,ACNE STUDIOS,2022-04-09,,58.14,T-SHIRT ROSE CLAIR ACNE STUDIOS. TAILLE S. SURPIQÛRES APPARENTES GRISES ET LOGO BRODÉ SUR LE DEVANT. NOUVELLE!TRADUIRE,True,Fashion
230,TRÈS BON ÉTAT,DIOR,2022-03-31,,90.0,T-SHIRT CHRISTIAN DIOR À MANCHES COURTES ET BOUTONS. DÉTAIL FLEUR DE SOIE. IL EST EN TRÈS BON ÉTAT. IL N'Y A PAS D'ÉTIQUETTE INTÉRIEURE DE LA TAILLE ET DE LA COMPOSITIONTRADUIRE,True,UltraFashion
231,NEUF AVEC ÉTIQUETTE,GIVENCHY,2022-03-28,,200.0,"T-SHIRT FEMME GIVENCHY NEUF JAMAIS PORTÉ AVEC SON ÉTIQUETTE, TAILLE STRADUIRE",True,UltraFashion
232,NEUF SANS ÉTIQUETTE,NIKE X OFF-WHITE,2022-03-24,,56.0,"T-SHIRT COLLABORATION NIKE X OFF-WHITE SUPER LIMITÉ, TAILLE S (FONCTIONNE AUSSI COMME M) PORTÉ UNE FOIS POUR L'ESSAYER. PARFAIT ÉTAT, JE LE VENDS CAR CE N'EST PAS LA BONNE TAILLE.TRADUIRE",True,FastFashion
233,BON ÉTAT,SAINT LAURENT,2022-04-09,,96.91,T-SHIRT BLANC AVEC LOGO SAINT LAURENT. PAS D'ÉTIQUETTE DE TAILLE MAIS A ÉTÉ ACHETÉ EN TAILLE M. TACHES MINEURES COMME INDIQUÉ SUR LES PHOTOSTRADUIRE,True,UltraFashion
234,NEUF AVEC ÉTIQUETTE,ETRO,2022-04-08,,30.0,"T-SHIRT NEW ETRO POUR HOMME AVEC ÉTIQUETTES 
PAS D'ÉTIQUETTE À L'INTÉRIEUR
TAILLE S, FABRIQUÉ EN ITALIE, LOGO IMPRIMÉ, LOGO BRODÉ SUR LA MANCHE GAUCHE
PHOTOS AVEC MESURESTRADUIRE",True,Undefined
235,TRÈS BON ÉTAT,GIVENCHY,2022-03-25,,90.0,T-SHIRT GIVENCHY RICCARDO TISCI EN COTON NOIR AVEC IMPRIMÉ DOBERMANN ICONIQUE SUR LES MANCHES. TRÈS BONNE CONDITIONTRADUIRE,True,UltraFashion
236,BON ÉTAT,MAISON MARTIN MARGIELA,2022-04-01,,92.77,"T-SHIRT BALLON SS07 MAISON MARTIN MARGIELA

TAILLE 50 CONVIENT AU S/M

BON ÉTAT

TRADUIRE",True,Undefined
237,TRÈS BON ÉTAT,PALM ANGELS,2022-04-06,,150.0,"T-SHIRT OURS DES GLACES PALM ANGELS, MEDIUM, ÉCRU, TRÈS BON ÉTATTRADUIRE",True,UltraFashion
238,NEUF AVEC ÉTIQUETTE,PALM ANGELS,2022-03-16,,245.49,"T-SHIRT À MANCHES LONGUES PALM ANGELS PURPLE BLURRY LOGO

-TAILLE XS COUPE OVERSIZE
-NOUVEAU AVEC ÉTIQUETTE
-FW21
-RRP $345[ [2]]
DE FOSSE À FOSSE : 62,5 CM
ÉPAULES : 76CM
LONGUEUR DES MANCHES : 41CM
LONGUEUR : 70,5CMTRADUIRE",True,UltraFashion
239,NEUF SANS ÉTIQUETTE,NIKE X OFF-WHITE,2022-03-24,,56.0,"T-SHIRT COLLABORATION NIKE X OFF-WHITE SUPER LIMITÉ, TAILLE S (FONCTIONNE AUSSI COMME M) PORTÉ UNE FOIS POUR L'ESSAYER. PARFAIT ÉTAT, JE LE VENDS CAR CE N'EST PAS LA BONNE TAILLE.TRADUIRE",True,FastFashion
240,BON ÉTAT,SAINT LAURENT,2022-04-09,,96.91,T-SHIRT BLANC AVEC LOGO SAINT LAURENT. PAS D'ÉTIQUETTE DE TAILLE MAIS A ÉTÉ ACHETÉ EN TAILLE M. TACHES MINEURES COMME INDIQUÉ SUR LES PHOTOSTRADUIRE,True,UltraFashion
241,NEUF AVEC ÉTIQUETTE,ETRO,2022-04-08,,30.0,"T-SHIRT NEW ETRO POUR HOMME AVEC ÉTIQUETTES 
PAS D'ÉTIQUETTE À L'INTÉRIEUR
TAILLE S, FABRIQUÉ EN ITALIE, LOGO IMPRIMÉ, LOGO BRODÉ SUR LA MANCHE GAUCHE
PHOTOS AVEC MESURESTRADUIRE",True,Undefined
242,TRÈS BON ÉTAT,GIVENCHY,2022-03-25,,90.0,T-SHIRT GIVENCHY RICCARDO TISCI EN COTON NOIR AVEC IMPRIMÉ DOBERMANN ICONIQUE SUR LES MANCHES. TRÈS BONNE CONDITIONTRADUIRE,True,UltraFashion
243,BON ÉTAT,MAISON MARTIN MARGIELA,2022-04-01,,92.77,"T-SHIRT BALLON SS07 MAISON MARTIN MARGIELA

TAILLE 50 CONVIENT AU S/M

BON ÉTAT

TRADUIRE",True,Undefined
244,TRÈS BON ÉTAT,PALM ANGELS,2022-04-06,,150.0,"T-SHIRT OURS DES GLACES PALM ANGELS, MEDIUM, ÉCRU, TRÈS BON ÉTATTRADUIRE",True,UltraFashion
245,NEUF AVEC ÉTIQUETTE,PALM ANGELS,2022-03-16,,245.49,"T-SHIRT À MANCHES LONGUES PALM ANGELS PURPLE BLURRY LOGO

-TAILLE XS COUPE OVERSIZE
-NOUVEAU AVEC ÉTIQUETTE
-FW21
-RRP $345[ [2]]
DE FOSSE À FOSSE : 62,5 CM
ÉPAULES : 76CM
LONGUEUR DES MANCHES : 41CM
LONGUEUR : 70,5CMTRADUIRE",True,UltraFashion
246,NEUF SANS ÉTIQUETTE,BALENCIAGA,2022-04-08,,185.54,"T-SHIRT JAUNE NOTÉ BALENCIAGA
NEUF LIVRÉ AVEC FACTURE
TAILLE PETIT
LONGUEUR : 57 CM
AISSELLE À AISSELLE : 44 CM
MANCHE D'ÉPAULE : 41 CM
TRADUIRE",True,UltraFashion
247,TRÈS BON ÉTAT,OFF-WHITE,2022-04-07,,135.0,T-SHIRT OVERSIZE PORTÉ QUELQUES FOISTRADUIRE,True,UltraFashion
248,NEUF SANS ÉTIQUETTE,LOEWE,2022-03-25,,90.0,"T-SHIRT À LARGES MANCHES LONGUES DE LA MARQUE HAUT DE GAMME ESPAGNOLE LOEWE. TOP EN COTON BLANC À MOTIF BLEU FONCÉ AVEC L'INSCRIPTION 'T-SHIRT'. COL ARRONDI, MANCHES LARGES ET BAS ARRONDI. TAILLE S. TAILLE EUROPÉENNE 36. TOP EN EXCELLENT ÉT...LIRE LA SUITETRADUIRE",True,Undefined
249,TRÈS BON ÉTAT,GIVENCHY,2022-03-25,,99.0,"T-SHIRT NOIR GIVENCHY RICCARDO TISCI AVEC IMPRIMÉ BOUCHE DE REQUIN AVEC ÉTOILE. IMPRIMÉ ICONIQUE EN EXCELLENT ÉTAT, PRATIQUEMENT NEUFTRADUIRE",True,UltraFashion
250,TRÈS BON ÉTAT,MARNI,2022-04-09,,48.0,"T SHIRT MANCHE LONGUE MARNI .
COTON TRÈS LÉGER ET DOUX 
CONVIENT À UNE TAILLE FRANÇAISE 36/38TRADUIRE",True,Undefined
251,TRÈS BON ÉTAT,YVES SAINT LAURENT,2022-04-08,,67.19,"T-SHIRT BLANC CLASSIQUE
CEINTURE IMPRIMÉE FAÇON VELOURS NOIRTRADUIRE",True,UltraFashion
252,TRÈS BON ÉTAT,ISABEL MARANT ETOILE,2022-04-07,,65.0,"T SHIRT MANCHES LONGUES, FERMÉ DEVANT PAR DES PETITS BOUTONSTRADUIRE",True,UltraFashion
253,TRÈS BON ÉTAT,JACQUEMUS,2022-04-01,,100.0,"T-SHIRT JACQUEMUS EN TAILLE SMALL. J'AI DÉCOUPÉ L'ÉTIQUETTE INTÉRIEURE DE LA MARQUE, CAR CELA ME DÉRANGEAIT. 100% COTON
PORTÉ QUELQUES FOIS SEULEMENT, TRÈS BON ÉTAT, JUSTE BESOIN D'ÊTRE REPASSÉTRADUIRE",True,UltraFashion
254,NEUF SANS ÉTIQUETTE,GUCCI,2022-03-24,,234.0,T-SHIRT GUCCI NEUF TXXSTRADUIRE,True,UltraFashion
255,NEUF SANS ÉTIQUETTE,GUCCI,2022-04-01,,325.0,"T-SHIRT EN MAILLE NOIR ET OR. MOTIF G PARTOUT. BORD-CÔTE SUR LES BORDS, TISSU STRETCH, COL ROND, MANCHES COURTES. TAILLE XS, LONGUEUR 58CM, ÉPAULES 36CM. 79 % LAINE, 11 % POLYESTER, 10 % NYLON. FABRIQUÉ EN ITALIE.TRADUIRE",True,UltraFashion
256,NEUF AVEC ÉTIQUETTE,ANINE BING,2022-04-07,,87.86,"T-SHIRT TIGRE COULEUR PIERRE ANINE BING TAILLE PETIT. 
100 % COTON LÉGER.TRADUIRE",True,UltraFashion
257,TRÈS BON ÉTAT,PRADA,2022-04-08,,47.0,T-SHIRT MIS PEU DE FOIS 100% COTTONTRADUIRE,True,UltraFashion
258,NEUF SANS ÉTIQUETTE,BALENCIAGA,2022-04-05,,360.0,T-SHIRT DE NETTOYAGE À SECTRADUIRE,True,UltraFashion
259,TRÈS BON ÉTAT,ADIDAS,2022-04-02,,20.0,"T SHIRT ADIDAS ORIGINALS RIVAL GOLIE TO 
PRINTEMPS ÉTÉ 2018
RAWIND/BLANC/LEGINK 
TAILLE S UK/US/IT
PRIX D'ORIGINE 74,95 € [[ 2]]PARFAIT ÉTAT, ÉTIQUETTE D'ORIGINE, PORTÉ 5 FOIS 
100% D'ORIGINETRADUIRE",True,FastFashion
260,NEUF AVEC ÉTIQUETTE,ANINE BING,2022-04-07,,87.86,"T-SHIRT ANINE BING LILI TAILLE PETIT. 
100 % COTON.TRADUIRE",True,UltraFashion
261,NEUF AVEC ÉTIQUETTE,LOUIS VUITTON,2022-04-06,,160.0,"T-SHIRT LOUIS VUITTON NEUF AVEC ÉTIQUETTE 
TRADUIRE",True,UltraFashion
262,NEUF SANS ÉTIQUETTE,DIOR,2022-04-07,,350.0,"T-SHIRT DIOR "" AROUND THE WORLD "" STELLA MOTIF, BLANC AVEC IMPRIMÉ BLEU, NEUF ET JAMAIS PORTÉ, Y COMPRIS TOUTES LES CARTES/ÉTIQUETTES, TAILLE M, COUPE CLASSIQUE, 85 % COTON, 15 % LIN, FABRIQUÉ EN ITALIE.TRADUIRE",True,UltraFashion
263,TRÈS BON ÉTAT,PRADA,2022-03-28,,40.0,T-SHIRT BLEU CLAIR. TISSU AVEC FILET.TRADUIRE,True,UltraFashion
264,NEUF SANS ÉTIQUETTE,BALENCIAGA,2022-04-07,,258.41,T-SHIRT OVERSIZE BALENCIAGA (TAILLE XS). JAMAIS PORTÉ ET COMPREND DES ÉTIQUETTES.TRADUIRE,True,UltraFashion
265,BON ÉTAT,GIVENCHY,2022-04-06,,83.98,"T-SHIRT À POCHE EN COTON BLANC GIVENCHY DES ANNÉES 80. TAILLE DE L'ÉTIQUETTE D'ENTRETIEN : L. TAILLE : L. 100 % COTON. CONDITION EXCELLENTE. L'ARTICLE MONTRE DES SIGNES D'UTILISATION DOUCE. LÉGÈRE MARQUE SUR LE DEVANT, MARQUE AU VERSO ÉGALE...LIRE LA SUITETRADUIRE",True,UltraFashion
266,NEUF SANS ÉTIQUETTE,ANINE BING,2022-04-07,,87.86,"T-SHIRT DE SPORT ANINE BING TAILLE PETIT.
100% COTON.TRADUIRE",True,UltraFashion
267,TRÈS BON ÉTAT,PRADA,2022-04-08,,45.0,"T-SHIRT FEMME PRADA, TAILLE S/M 
 SUR LE CÔTÉ GAUCHE A UNE FERMETURE ÉCLAIR PRADA 
TRADUIRE",True,UltraFashion
268,TRÈS BON ÉTAT,DIOR HOMME,2022-03-23,,122.0,"T SHIRT DIOR HOMME - TAILLE M
TRÈS BON ÉTATTRADUIRE",True,UltraFashion
269,NEUF SANS ÉTIQUETTE,HERON PRESTON,2022-04-07,,80.0,T-SHIRT HÉRON PRESTONTRADUIRE,True,Undefined
270,NEUF SANS ÉTIQUETTE,SAINT LAURENT,2022-03-23,,150.0,"T SHIRT EN LIN SAINT LAURENT JAMAIS PORTÉ!
TAILLE S 
MODÈLE UN PEU ""LOOSE""TRADUIRE",True,UltraFashion
271,NEUF AVEC ÉTIQUETTE,GUCCI,2022-03-04,,148.59,T-SHIRT GUCCITRADUIRE,True,UltraFashion
272,TRÈS BON ÉTAT,ANINE BING,2022-04-07,,50.0,T-SHIRT - FAYE DUNAWAY PAR LE LÉGENDAIRE PHOTOGRAPHE TERRY O'NEILLTRADUIRE,True,UltraFashion
273,TRÈS BON ÉTAT,ACNE STUDIOS,2022-04-07,,38.0,T-SHIRT FIN ÉCRU ACNE STUDIOS TAILLE MTRADUIRE,True,Fashion
274,BON ÉTAT,JORDAN,2022-04-09,,20.0,"T-SHIRT SURDIMENSIONNÉ 
TRADUIRE",True,Fashion
275,NEUF AVEC ÉTIQUETTE,SUPREME X THE NORTH FACE,2022-04-07,,90.0,"T-SHIRT ACHETÉ SUR LE SITE SUPRÊME.
TAILLE L
PRODUIT JAMAIS SORTI DE SON EMBALLAGE (COMME SUR LES PHOTOS)
ENVOIE RAPIDE ET SOIGNÉ.
PLUS D’INFORMATIONS EN MESSAGES, J’ESSAIE DE RÉPONDRE AU PLUS VITE.TRADUIRE",True,UltraFashion
276,NEUF SANS ÉTIQUETTE,BALENCIAGA,2022-04-05,,300.0,T-SHIRT COUPE LARGE SALUT MON NOM ESTTRADUIRE,True,UltraFashion
277,NEUF SANS ÉTIQUETTE,OFF-WHITE,2022-03-15,,206.73,"T-SHIRT BLANC CASSÉ À MANCHES LONGUES AVEC BANDE DE BAGAGE NOIRE

-TAILLE XXS, COUPE AJUSTÉE
-NEUF SANS ÉTIQUETTE
-SS20
- PRIX DE VENTE CONSEILLÉ 365 $
-MODÈLE TRÈS RECHERCHÉ

DE FOSSE À FOSSE : 41 CM
ÉPAULES : 39CM
LONGUEUR DES MANCHES : 6...LIRE LA SUITETRADUIRE",True,UltraFashion
278,BON ÉTAT,ACNE STUDIOS,2022-04-08,,55.0,T-SHIRT ACNE STUDIOS COULEUR PEAU TAILLE M UTILISÉ MAIS BON ÉTAT ACNESTUDIOSTRADUIRE,True,Fashion
