,État,Marque,TAILLE,Date,nom,Prix,Description
664,TRÈS BON ÉTAT,TOMMY HILFIGER,L,2022-05-12,SWEAT-SHIRTTOMMY HILFIGER,25.0,TRÈS BON ÉTAT.
665,TRÈS BON ÉTAT,TOMMY HILFIGER,M,2022-05-12,T-SHIRTTOMMY HILFIGER VIOLET CLAIR,7.0,EN TRÈS BON ÉTAT
666,BON ÉTAT,TOMMY HILFIGER,L,2022-05-12,T-SHIRT TOMMY,20.0,T-SHIRTTOMMY BLANC A ÉCRITURE COLORER
667,TRÈS BON ÉTAT,TOMMY HILFIGER,M,2022-05-12,T-SHIRTTOMMY JEANS NOIR,12.0,"PORTE QUELQUE FOIS, EXCELLENT ÉTAT TSHIRT TOMMY HILFIGER NOIR AVEC INSERTION ÉCRITURE « TOMMY JEANS »"
668,TRÈS BON ÉTAT,BALENCIAGA,,2016-02-20,,57.0,T-SHIRT. LA PARTIE SUPÉRIEURE EST DÉCORÉE D'UN ORNEMENT EN CAOUTCHOUC. SERA SUR XS-STRADUIRE
669,TRÈS BON ÉTAT,BURBERRY,,2015-04-26,,26.0,"BURBERRY T-SHIRT
SIZE 6 MTRADUIRE"
670,TRÈS BON ÉTAT,SANDRO,,2015-10-20,,29.0,"T SHIRT SANDRO BLANC TAILLE 3 JUST COOL IT COTON BLANC INSCRIPTION FLUO 
ETE 2015 PARFAIT ETAT TRADUIRE"
671,BON ÉTAT,BALENCIAGA,,2014-08-19,,55.0,T-SHIRT BALENCIAGA. PEU PORTÉ.TRADUIRE
672,TRÈS BON ÉTAT,GIVENCHY,,2014-09-04,,68.0,UNWORN GIVENCHY LONG T-SHIRT. SIZE SMALL. STRETCHY MATERIAL. TRADUIRE
673,TRÈS BON ÉTAT,MARQUES ALMEIDA,,2016-07-12,,107.24,TOUT NOUVEAU HAUT DE STYLE T-SHIRT MARQUES ALMEIDA. DÉTAIL DE MOTIF COOL. COULEUR BLEU / VERT. FERMETURE ÉCLAIR À L'ARRIÈRE. TAILLE XS. ÉTIQUETTE TOUJOURS ATTACHÉETRADUIRE
674,BON ÉTAT,NON SIGNÉ / UNSIGNED,,2021-01-27,,23.09,"NAVY BLUE AND WHITE LINE COTTON T-SHIRT, ROUND COLLAR, SHORT SLEEVES, PRESS STUD UP TO THE WAIST, A GREY COTTON BAND AT THE BOTTOM. NO SIZE CHIP, ESTIMATION SIZE L. NO COMPOSITION LABEL, ESTIMATION COTTON MAJORITY. MEASUREMENTS: TOTAL LENGT...LIRE LA SUITETRADUIRE"
675,TRÈS BON ÉTAT,CARVEN,,2015-07-30,,44.0,"SUPERBE T SHIRT CARVEN BLEU MARNE FLEURS ROSE 
MATIERE COTON ET STRETCH EPAIS 
TAILLE L TRES BON ETATTRADUIRE"
676,TRÈS BON ÉTAT,GIVENCHY,,2016-03-11,,200.0,"T-SHIRT EN COTON BLANC GIVENCY AVEC DÉTAILS SUR TOUT LE DÉCOLLETÉ (DEVANT ET DOS) EN TULLE REPRÉSENTANT DES CRÂNES 
 UTILISÉ DEUX FOISTRADUIRE"
677,TRÈS BON ÉTAT,YVES SAINT LAURENT,,2015-07-24,,92.94,"YSL T-SHIRT SANS MANCHE, EN COTON DOUX, MOTIF SERPENT BRODÉ TOUT AUTOUR DU COU DEVANT ET DERRIÈRE. TRÈS BEAU À PORTER AU DESSOUS D'UNE VESTE. TRÈS PEU PORTÉ.  100% COTON, MADE IN ITALY. LARGEUR AU FOND: 43,5 CM.TRADUIRE"
678,TRÈS BON ÉTAT,SEE BY CHLOÉ,,2014-03-07,,50.0,"T-SHIRT BLANC CASSÉ AVEC IMPRIMÉ CORDAGE ET POMPONS NOIRS, COUPE LOOSE.
COMPOSITION : 70% VISCOSE 30% LIN.
LARGEUR POITRINE : 50 CM.
TRADUIRE"
679,TRÈS BON ÉTAT,CHRISTOPHER KANE,,2014-10-03,,106.41,"NOUVEAU T-SHIRT CHRISTOPHER KANE, AVEC MOTIF FLEURS VIOLETTES SUR LE DEVANT. BLANC UNI AU DOS. FABRIQUÉ À 100% EN COTON FIN DE LA MEILLEURE QUALITÉ. TAILLE XS, MAIS CONVIENDRAIT ÉGALEMENT À LA TAILLE S CAR ELLE EST UN PEU PLUS GRANDE. TRÈS ...LIRE LA SUITETRADUIRE"
680,TRÈS BON ÉTAT,BURBERRY,,2013-02-24,,30.0,"JOLI T-SHIRT CLASSIQUE BURBERRY EN COTON BEIGE. TAILLE 18M/86CM. COL RAS DU COU, MANCHES COURTES DE 10 CM ET LOGO DEVANT TARTAN. DEUX BOUTONS GRAVÉS LA MARQUE AU COU. EN TRÈS BON ÉTAT. DIMENSIONS : L 36CM, CARRURE 25CM, NIV. POITRINE 30CM.TRADUIRE"
681,TRÈS BON ÉTAT,CALVIN KLEIN,,2015-08-08,,26.0,T-SHIRT CALVIN KLEIN TG AVEC ÉCRITURE SWAROVSKI PAYÉ 120 EUROSTRADUIRE
682,TRÈS BON ÉTAT,IRO,,2014-06-13,,35.0,"T-SHIRT MANCHES COURTES MODÈLE LEANEL ÉCRU 100% COTON, MOTIF AJOURÉ SUR LE BUSTE, ÉPAULETTES.TRADUIRE"
683,TRÈS BON ÉTAT,DIANE VON FURSTENBERG,,2013-05-15,,77.0,"T-SHIRT DE MARQUE DIANE VON FURSTENBERG LIMITED EDITION PRODUCED BY BUDDHIST PUNK N° 494/500
100% RAYON.
TISSU ASSEZ FIN ET TRÈS AGRÉABLE À PORTER.
SÉRIGRAPHIÉ DIANA VON FÜRSTENBERG.
MESURES, À PLAT: (SANS TIRER SUR LE TISSU QUI EST STR...LIRE LA SUITETRADUIRE"
684,TRÈS BON ÉTAT,RICK OWENS LILIES,,2014-07-28,,120.0,T SHIRT RICK OWENS T 44 TRADUIRE
685,TRÈS BON ÉTAT,MARC JACOBS,,2015-10-22,,215.29,T-SHIRT 100% LAINE BLEU COL V. PARFAITTRADUIRE
686,TRÈS BON ÉTAT,GIVENCHY,,2015-03-03,,348.53,"RED COTTON LACE BRODERIE T SHIRT GIVENCHY

SIZE XS COTTON 100 %TRADUIRE"
687,TRÈS BON ÉTAT,BALMAIN,,2015-03-28,,240.0,"T SHIRT COTTON BALMAIN
SIZE 38 FRANCE 
GREEN, BLACK
PERFECT CONDIZIONTRADUIRE"
688,TRÈS BON ÉTAT,GIVENCHY,,2015-03-06,,220.33,T SHIRT COTON GIVENCHY TAILLE XS COLORE HAKI FRANCETRADUIRE
689,TRÈS BON ÉTAT,BALMAIN,,2015-03-12,,214.12,"T SHIRT BALMAIN 
 100 COTON 
 COULEUR CRÈME, IMPRESSION LEON 
 NOUVEAU! TAILLE 38 FRANCETRADUIRE"
690,TRÈS BON ÉTAT,MIU MIU,,2015-01-28,,79.0,T-SHIRT SIMPLE NOIR POUR LES JOURS DE FOLIE. DANS DE TRÈS BONNES CONDITIONSTRADUIRE
691,TRÈS BON ÉTAT,EMANUEL UNGARO,,2016-09-07,,120.0,"EMANUEL UNGARO TSHIRT 
 JAUNE POIS NOIR 
 DERRIÈRE BLANCA POIS NOIR 
 NOUVEAU 
TRADUIRE"
692,TRÈS BON ÉTAT,DOLCE & GABBANA,,2015-05-08,,185.0,"100% AUTHENTIQUE DOLCE GABBANA T-SHIRT EN CUIR BLANC ET PYTHON 
 
 PAR DOLCE GABBANA, NOUS AVONS ICI CE SUPERBE TOP !! 
 LE T-SHIRT COLLARD SUPER UNIQUE EST COMPOSÉ DE CUIR PYTHON CÔTELÉ VISCOSE ET COTON. 
 LE HAUT A DES MANCHES COURTES ET ...LIRE LA SUITETRADUIRE"
693,TRÈS BON ÉTAT,BONPOINT,,2015-06-02,,24.0,"T SHIRT VERT (AVEC ENCOLURE ET CONTOUR DES MANCHES ROSE DRAGÉE) DE MARQUE BONPOINT EN TAILLE 12 MOIS
ÉTAT NEUF
100% COTON, MOTIF GRENOUILLE SUR LE DEVANTTRADUIRE"
694,TRÈS BON ÉTAT,STELLA MCCARTNEY KIDS,,2015-02-04,,17.0,"TRÈS JOLI T-SHIRT STELLA MCCARTNEY KIDS POUR GARÇON OU FILLE.
COMME NEUF, PORTÉ SEULEMENT 1 FOIS.TRADUIRE"
695,TRÈS BON ÉTAT,SEE BY CHLOÉ,,2015-03-16,,98.82,"SUPERBE T SHIRT BLANC EN COTON RÉSILLE 
TAILLE 40 IT TAILLE RÉELLE 
36 FRTRADUIRE"
696,BON ÉTAT,KENZO,,2015-09-17,,57.0,"SUPERBE T-SHIRT KENZO PORTÉ UNE FOIS.

MIXTE.

COULEUR BLANC IMPRIMÉ NOIR ET KENZO JAUNETRADUIRE"
697,TRÈS BON ÉTAT,VELVET,,2015-12-17,,18.0,"T-SHIRT BASIQUE EN VELOURS ROUGE COL BATEAU LARGE TAILLE S (40/42) 
 
 94% COTON 
 6% LYCRA 
TRADUIRE"
698,TRÈS BON ÉTAT,GERARD DAREL,,2014-06-27,,120.0,T-SHIRT MANCHES COURTES EN CUIR VERT ET POCHE EN SUÈDE BLANC.TRADUIRE
699,TRÈS BON ÉTAT,PRINGLE OF SCOTLAND,,2015-04-10,,50.0,"PRINGLE T-SHIRT
SIZE XS
57% COTTON
43% OTHERTRADUIRE"
700,TRÈS BON ÉTAT,MOSCHINO LOVE,,2015-05-29,,57.0,"T-SHIRT LOVE MOSCHINO DEVANT NOIR AVEC POINT D'INTERROGATION ET DOS BLANC AVEC POINT D'EXCLAMATION 92% COTON 8% ÉLASTHANNE AVEC ÉTIQUETTE TAILLE 42 UTILISÉ DEUX FOIS 
 
TRADUIRE"
701,TRÈS BON ÉTAT,PINKO,,2015-11-04,,47.0,"100% AUTHENTIQUE PINKO T-SHIRT CAR FRONT TANK TOP 
 
 PAR PINKO NOUS AVONS ICI CE MAGNIFIQUE DÉBARDEUR. 
 LE HAUT EST COMPOSÉ DE 95% DE COTON ET DE 5% D'ÉLASTHANNE DE COULEUR NOIRE. 
 T-SHIRT EN COTON PINKO AVEC UN DÉCOLLETÉ EN U AVEC UNE V...LIRE LA SUITETRADUIRE"
702,TRÈS BON ÉTAT,IMPS & ELFS,,2015-10-15,,24.0,"RAVISSANT TSHIRT FILLE DE LA MARQUE HOLLANDAISE IMPS & ELFS EN COTON ORGANIQUE.
152CM = 12 ANS
EXCELLENT ÉTATTRADUIRE"
703,TRÈS BON ÉTAT,DSQUARED2,,2015-05-31,,101.0,"100% AUTHENTIC DSQUARED2 WHITE COLLAR POLO T-SHIRT 

BY DSQUARED2 WE HAVE HERE THIS LOVELY T-SHIRT
T-SHIRT IS COMPOSED OF 100% COTTON WHITE FABRIC
FEATURES A COLLARD NECK WITH BUTTON DOWN FRONT CLOSURE,SHORT SLEEVES AND FRONT LOGO WITH ...LIRE LA SUITETRADUIRE"
704,BON ÉTAT,VANESSA BRUNO,,2014-09-10,,59.44,GREY DRAPED T-SHIRT WITH BUTTON UP FRONT AND 2 POCKETS AND NECK TIE. LABEL NEEDS A CLEANTRADUIRE
705,TRÈS BON ÉTAT,COMPTOIR DES COTONNIERS,,2013-09-13,,32.0,"NEVER WORN COMPTOIR DES COTTONIERS T-SHIRT
TRADUIRE"
706,NEUF AVEC ÉTIQUETTE,GUCCI,,2022-04-09,,230.0,"T-SHIRT GUCCI 100% ORIGINAL 
 NEUF JAMAIS PORTÉ 
 TAILLE XXXL - COUPE SLIMTRADUIRE"
707,NEUF AVEC ÉTIQUETTE,SUPREME X THE NORTH FACE,,2022-04-09,,90.0,T-SHIRT SUPREME X THE NORTH FACE 2022TRADUIRE
708,NEUF SANS ÉTIQUETTE,BALENCIAGA,,2022-04-05,,160.0,"T-SHIRT HOMME BLANC OVERSIZE BALENCIAGA AVEC ÉCRITURE ""I LOVE TECHNO"" MULTICOLORE. JAMAIS UTILISÉ, ENCORE AVEC ÉTIQUETTE !TRADUIRE"
709,NEUF SANS ÉTIQUETTE,GIVENCHY,,2022-04-01,,45.0,"T-SHIRT ORIGINAL GIVENCHY FILLE 12 ANS 
 ENTIÈREMENT NEUF, JAMAIS PORTÉ. 
 JE VENDS POUR LA MAUVAISE TAILLE 
TRADUIRE"
710,TRÈS BON ÉTAT,DIOR,,2022-04-08,,200.0,"T-SHIRT DIOR, 38 MAIS TAILLE PLUS PETIT (36)TRADUIRE"
711,NEUF SANS ÉTIQUETTE,FENDI,,2022-04-06,,232.57,T-SHIRT FENDI PATCH LOGO EN NOIR • NEUF AVEC ÉTIQUETTES •TRADUIRE
712,NEUF AVEC ÉTIQUETTE,ZADIG & VOLTAIRE,,2022-04-05,,59.0,T-SHIRT NOIR À RAYURES BLANCHES ET LE MOT LOVE ÉCRIT AU DOS. TAILLE M. NEUF AVEC ÉTIQUETTE.TRADUIRE
713,TRÈS BON ÉTAT,ZADIG & VOLTAIRE,,2022-04-04,,30.0,"T-SHIRT EN COTON ZADIG ET VOLTAIRE. 
TAILLE XS. 
PRESQUE PAS PORTÉ. AUCUN SIGNE VISIBLE D'UTILISATION. 
MATIÈRE TRÈS DOUCE.TRADUIRE"
714,BON ÉTAT,GIVENCHY,,2022-04-06,,232.57,"T-SHIRT GIVENCHY EN CUIR D'AGNEAU ROSE PÂLE 
 LÉGÈRE TACHE SUR LE DEVANT ET LÉGÈRES TRACES D'EAU DUES À UN NETTOYAGE À SEC INAPPROPRIÉ - MARQUES UNIQUEMENT PERCEPTIBLES À LA LUMIÈRE VIVE ET PROBABLEMENT AMOVIBLES PAR UN EXPERT EN CUIR.TRADUIRE"
715,BON ÉTAT,ZADIG & VOLTAIRE,,2022-04-03,,27.0,"T-SHIRT ZADIG ET VOLTAIRE LES FILLES PEUVENT TOUT FAIRE. 
IL S'AGIT D'UNE TAILLE L POUR ENFANT, MAIS QUI CORRESPOND À UN XS-S POUR FEMME. 
 LÉGÈREMENT USÉ, L'ÉTAT EST VISIBLE SUR LA PHOTO EN GROS PLAN. 

TRADUIRE"
716,NEUF SANS ÉTIQUETTE,ADIDAS,,2022-04-04,,25.0,"T-SHIRT ADIDAS X SIMPSON 
 VENDU ERREUR DE TAILLE 
 PORTÉ UNE FOISTRADUIRE"
717,NEUF SANS ÉTIQUETTE,ADIDAS,,2022-04-04,,25.0,T-SHIRT AJUSTÉ SPORTIFTRADUIRE
718,TRÈS BON ÉTAT,GIVENCHY,,2022-04-02,,115.0,"T-SHIRT AVEC EMBLÈME LUMINEUX GIVENCHY, OVERSIZETRADUIRE"
719,SATISFAISANT,NIKE,,2022-04-05,,20.0,T-SHIRT NIKETRADUIRE
720,NEUF AVEC ÉTIQUETTE,CASABLANCA,,2022-04-07,,95.0,"T-SHIRT MANCHES COURTES ""COCKTAIL INGREDIENTS"" IMPRIMÉ GRAND DANS LE DOS ET PETIT SUR LE DEVANT CÔTÉ GAUCHE.
 COLLECTION SS22 MAINTENANT EN BOUTIQUE
 LA TAILLE EST GRANDE MAIS VERTE COMME UN MÉDIUMTRADUIRE"
721,TRÈS BON ÉTAT,VETEMENTS,,2022-04-01,,150.0,T-SHIRT VETEMENTS GRIS PORTÉ QUE QUELQUES FOISTRADUIRE
722,TRÈS BON ÉTAT,ADIDAS,,2022-04-04,,20.0,"T-SHIRT ADIDAS EN TRÈS BON ÉTAT 
TAILLE STRADUIRE"
723,TRÈS BON ÉTAT,UNDERCOVER,,2022-04-01,,59.0,"T-SHIRT VINTAGE UNDERCOVER LIFE & DEATH 

TAILLE 3 

FABRIQUÉ AU JAPON 

SAISON 2007 (ENVIRON) [[2] ]
100 % AUTHENTIQUE ET RARE !!!TRADUIRE"
724,BON ÉTAT,BALMAIN FOR H&M,,2022-04-05,,27.0,"T-SHIRT BALMAIN X H&M AVEC T-SHIRT, TAILLE XS. IL A ÉTÉ PORTÉ ET A DEUX TRÈS PETITS TROUS SUR LE DEVANT COMME LE MONTRE LA PHOTO. PAS SI VISIBLE UNE FOIS PORTÉ. IL EST LIVRÉ AVEC LE CINTRE D'ORIGINE.TRADUIRE"
725,TRÈS BON ÉTAT,MICHAEL KORS,,2022-03-31,,36.0,"T-SHIRT NOIR MICHAEL KORS EN PARFAIT ÉTAT. METTRE À UNE SEULE OCCASION. C'EST UN XS LARGE, ÇA NE RENTRE PAS.TRADUIRE"
726,TRÈS BON ÉTAT,JOHN ELLIOT,,2022-04-01,,27.0,T SHIRT TIE DIE TONI GRIGIO/CELESTE SHORTS SLEEVES BOXYTRADUIRE
727,NEUF SANS ÉTIQUETTE,OTTOLINGER,,2022-04-05,,349.0,"T-SHIRT TEXTURÉ
RARETRADUIRE"
728,TRÈS BON ÉTAT,RAF SIMONS,,2022-04-07,,220.0,T-SHIRT TOURNÉE CORÉENNE PAR RAF SIMONS. ACHETÉ À LA BRADERIE RAF SIMONS À ANVERS. SANS DÉFAUTS.TRADUIRE
729,BON ÉTAT,MAISON MARTIN MARGIELA,,2022-04-07,,90.44,T-SHIRT SOLEIL MAISON MARGIELA. T-SHIRT IMPRIMÉ EN COTON NOIR TAILLE LARGE CONVIENT À MOYEN/LARGE. T-SHIRT RARE. EXCELLENT ÉTAT NETTOYÉ À SEC APRÈS CHAQUE UTILISATION. PRIX DE VENTE CONSEILLÉ 200 £TRADUIRE
730,BON ÉTAT,RAF SIMONS,,2022-04-07,,110.0,T-SHIRT RAF SIMONS X FRED PERRY. PORTÉ QUELQUES FOIS.TRADUIRE
731,TRÈS BON ÉTAT,GIVENCHY,,2022-04-07,,55.0,T-SHIRT GIVENCHY ENFANTTRADUIRE
732,NEUF SANS ÉTIQUETTE,CALVIN KLEIN JEANS,,2022-04-08,,20.0,"T-SHIRT EN PARFAIT ÉTAT, JAMAIS PORTÉ.TRADUIRE"
733,TRÈS BON ÉTAT,MOSCHINO,,2022-04-06,,40.0,T-SHIRT OVERSIZE MOSCHINO COUTURE TAILLE XS 100% COTON AVEC MENTION FAUXMOSCHINO - ÉTAT IMPECCABLETRADUIRE
734,NEUF SANS ÉTIQUETTE,NON SIGNÉ / UNSIGNED,,2022-04-08,,20.0,"T-SHIRT DIEGO VENTURINO 100% COTON, NOIR AVEC GRAPHISMES SUR LE DEVANT 
 EXCELLENTE COUPE, TISSU DOUX ET CONFORTABLE.TRADUIRE"
735,TRÈS BON ÉTAT,GUESS,,2022-04-07,,22.0,"T-SHIRT AMPLE À MOTIFS ET SHORT FUSHIA AVEC NŒUDS SUR LES CÔTÉS, 3-6 MOISTRADUIRE"
736,BON ÉTAT,PHILIPP PLEIN,,2022-04-04,,70.0,"T-SHIRT PHILIPP PLEIN AVEC STRASS. CERTAINES PIERRES PEUVENT DÉJÀ ÊTRE ÉTEINTES, MAIS VOUS NE POUVEZ LES VOIR QUE SI VOUS REGARDEZ DE TRÈS PRÈS.TRADUIRE"
737,SATISFAISANT,BURBERRY,,2022-04-04,,44.0,"T-SHIRT BURBERRY BLEU MARINE D'OCCASION POUR HOMME EN XXL 
LE SIGNE EST LÉGÈREMENT FLOUTÉ DU LAVAGE (VOIR PHOTO) REPASSÉ COMME PRESQUE NEUF. 
BONNES CHOSES 

TRADUIRE"
738,NEUF SANS ÉTIQUETTE,ADIDAS,,2022-04-04,,35.0,"T-SHIRT ADIDAS FLUO
JAMAIS PORTÉ 
TAILLE PETITTRADUIRE"
739,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,,2022-04-07,,23.0,"T SHIRT COMPORTANT DES MOTS COUSU PERLÉ DESSUS.
PERLES AU COMPLET SANS DÉFAUT
T-SHIRT LÉGER  TAILLE L SANS DÉFAUTSTRADUIRE"
740,TRÈS BON ÉTAT,MORGAN,,2022-04-08,,20.0,"T-SHIRT DOUX ET CONFORTABLE, LE ROUGE EST PLUS INTENSE QUE SUR LES PHOTOS.
CONVIENT AUTANT À UNE TAILLE S QUE M.
IL FAIT CHIC ET SEXY.TRADUIRE"
741,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,,2022-04-07,,23.0,"T SHIRT BLANC NACRÉ, FLUIDE ET LÉGER.
EN PARFAIT ÉTAT 
TAILLE MTRADUIRE"
742,BON ÉTAT,FENDI,,2022-04-01,,180.89,"T-SHIRT FENDI BEIGE CHEST LOGO 

PORTÉ QUELQUES FOIS MAIS BIEN ENTRETENU, TOUJOURS NETTOYÉ À SEC.TRADUIRE"
743,TRÈS BON ÉTAT,DOLCE & GABBANA,,2022-04-03,,50.0,"T-SHIRT À MANCHES COURTES DOLCE & GABBANA START, COUPE EXCELLENTE, EN COTON, RAREMENT UTILISÉ. COUPE LÉGÈREMENT AJUSTÉE.TRADUIRE"
744,NEUF SANS ÉTIQUETTE,NEW ERA,,2022-04-06,,25.0,T-SHIRT MANCHES COURTES TAILLE XL AVEC BADGES NBA JAMAIS UTILISÉTRADUIRE
745,TRÈS BON ÉTAT,FENDI,,2022-04-08,,250.0,T-SHIRT FENDI SUR TAILLETRADUIRE
746,TRÈS BON ÉTAT,POLO RALPH LAUREN,,2022-04-03,,35.0,"T-SHIRT POLO RALPH LAUREN OURS, TAILLE STRADUIRE"
747,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,,2022-04-06,,25.0,"T-SHIRT EXTRA LARGE, LONG TRÈS CONFORTABLE TAILLE 44 EN TRÈS BON ÉTATTRADUIRE"
748,NEUF AVEC ÉTIQUETTE,QUICKSILVER,,2022-04-05,,29.0,T-SHIRT COTON BIO QUIKSILVER TAI DAITRADUIRE
749,NEUF AVEC ÉTIQUETTE,JUICY COUTURE,,2022-04-03,,39.0,T-SHIRT NOUVEAUTRADUIRE
750,TRÈS BON ÉTAT,MARCELO BURLON,,2022-04-07,,70.0,"T-SHIRT MARCELLO BURLON EN PARFAIT ÉTAT, TAILLE COMME UN MTRADUIRE"
751,TRÈS BON ÉTAT,PHILIPP PLEIN,,2022-04-07,,128.0,"T-SHIRT HOMME PHILLIP PLEIN
MOTIF STRASS SUR LE DEVANT
PATCH LOGO PLEIN SUR LE COU
TRÈS RAREMENT UTILISÉ. TRÈS BON ÉTAT.
TRADUIRE"
752,NEUF SANS ÉTIQUETTE,VERSACE,,2022-04-07,,200.0,T-SHIRT GIANNI VERSACE OVERSIZE JAMAIS PORTÉ PAYÉ 405€TRADUIRE
753,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,,2022-04-03,,26.0,"T SHIRT FLEURAL LÉGER 
MARQUE SO SWEET
POSSIBILITÉ DE RÉGLER L'OUVERTURE DU DOS NU.
DOUBLURE DANS LE BAS DU DOS.
 LÉGÈREMENT DÉCOUSU AU NIVEAU DE LA DOUBLURE MAIS NON VISIBLE.
TAILLE XLTRADUIRE"
754,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,,2022-04-02,,20.0,"T SHIRT DE SPORT NOIR AVEC DES BANDES RAYÉ BRILLANTE.
TAILLE S
MARQUE ATHLITECHTRADUIRE"
755,NEUF SANS ÉTIQUETTE,VERSACE,,2022-04-05,,177.76,"T-SHIRT VERSACE
JAMAIS PORTÉ
PRIX D'ORIGINE 700€TRADUIRE"
756,NEUF SANS ÉTIQUETTE,FEAR OF GOD ESSENTIALS,,2022-04-05,,51.68,"T-SHIRT FEAR OF GOD ESSENTIALS KIDS BEIGE RINGER
T-SHIRT À MANCHES COURTES EN JERSEY DE COTON BEIGE. LOGO FLOQUÉ EN NOIR SUR LA POITRINE.
JAMAIS PORTÉ (NEUF AVEC ÉTIQUETTE)

XL : 58-62""

 100% COTONTRADUIRE"
757,NEUF SANS ÉTIQUETTE,ALEXANDER MCQUEEN,,2022-04-03,,240.0,"T-SHIRT BLANC LOGO GRAFFITI EN TAILLE L

BELLES CONDITIONS 
DIMENSIONS :
ÉPAULES :47CM
POITRINE :54CM
DOS :73CMTRADUIRE"
758,SATISFAISANT,RVCA,,2022-04-02,,20.0,"T-SHIRT ÉDITION SPÉCIALE RVCA AVEC L'ARTISTE : ROBERTO RODRÍGUEZ REDONDO, BON ÉTAT MAIS AVEC DES SIGNES VISIBLES D'ÂGE (LE GRAPHIQUE AU DOS EST FROISSÉ) ET SERA REPASSÉ AVANT L'EXPÉDITIONTRADUIRE"
759,TRÈS BON ÉTAT,PEPE JEANS,,2022-04-03,,16.0,T SHIRT BLANC 3N TRÈS BON ÉTAT PEU PORTÉ TRADUIRE
760,TRÈS BON ÉTAT,GCDS MINI,,2022-04-01,,75.0,T-SHIRT GCDS TAILLE S. PORTÉ UNE FOIS. CONDITION EXCELLENTE. SANS ÉTIQUETTE MAIS AVEC ÉTIQUETTE ET CODE QR POUR L'AUTHENTICITÉ.TRADUIRE
761,TRÈS BON ÉTAT,VERSACE,,2022-04-06,,80.0,T-SHIRT MANICHE LUNGHE VERSACE SPORT BORDEAUX OTTIME CONDIZIONI COTONE-ELASTENTRADUIRE
762,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,,2022-04-01,,30.0,T-SHIRT FYORE MILANO EN EXCELLENT ÉTAT.TRADUIRE
763,TRÈS BON ÉTAT,GIVENCHY,,2022-04-03,,290.0,T-SHIRT GIVENCHY AU LOOK DÉTRUITTRADUIRE
764,TRÈS BON ÉTAT,FENDI,,2022-04-04,,258.41,"T-SHIRT FENDI BLANC 
TAILLE PETIT
PORTÉ UNE FOIS 
AVEC SAC À POUSSIÈRETRADUIRE"
765,TRÈS BON ÉTAT,CALVIN KLEIN JEANS,,2022-04-01,,18.0,T-SHIRT CALVIN KLEIN JEANS NEUF SANS DÉFAUT D'USURETRADUIRE
766,NEUF AVEC ÉTIQUETTE,DSQUARED2,,2022-04-02,,100.0,T-SHIRT DSQUARED2 NERA TAGLIA M NUOVATRADUIRE
767,BON ÉTAT,CHINATOWN MARKET,,2022-04-08,,33.0,T-SHIRT NOIR ”CALL MY AVOCAT” PAR CHINATOWN MARKET. TAILLE M. BON ÉTAT.TRADUIRE
768,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,,2022-04-07,,23.0,"T SHIRT COMPORTANT DES MOTS COUSU PERLÉ DESSUS.
PERLES AU COMPLET SANS DÉFAUT
T-SHIRT LÉGER  TAILLE L SANS DÉFAUTSTRADUIRE"
769,TRÈS BON ÉTAT,MORGAN,,2022-04-08,,20.0,"T-SHIRT DOUX ET CONFORTABLE, LE ROUGE EST PLUS INTENSE QUE SUR LES PHOTOS.
CONVIENT AUTANT À UNE TAILLE S QUE M.
IL FAIT CHIC ET SEXY.TRADUIRE"
770,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,,2022-04-07,,23.0,"T SHIRT BLANC NACRÉ, FLUIDE ET LÉGER.
EN PARFAIT ÉTAT 
TAILLE MTRADUIRE"
771,BON ÉTAT,FENDI,,2022-04-01,,180.89,"T-SHIRT FENDI BEIGE CHEST LOGO 

PORTÉ QUELQUES FOIS MAIS BIEN ENTRETENU, TOUJOURS NETTOYÉ À SEC.TRADUIRE"
772,TRÈS BON ÉTAT,DOLCE & GABBANA,,2022-04-03,,50.0,"T-SHIRT À MANCHES COURTES DOLCE & GABBANA START, COUPE EXCELLENTE, EN COTON, RAREMENT UTILISÉ. COUPE LÉGÈREMENT AJUSTÉE.TRADUIRE"
773,NEUF SANS ÉTIQUETTE,NEW ERA,,2022-04-06,,25.0,T-SHIRT MANCHES COURTES TAILLE XL AVEC BADGES NBA JAMAIS UTILISÉTRADUIRE
774,TRÈS BON ÉTAT,FENDI,,2022-04-08,,250.0,T-SHIRT FENDI SUR TAILLETRADUIRE
775,TRÈS BON ÉTAT,POLO RALPH LAUREN,,2022-04-03,,35.0,"T-SHIRT POLO RALPH LAUREN OURS, TAILLE STRADUIRE"
776,TRÈS BON ÉTAT,NON SIGNÉ / UNSIGNED,,2022-04-06,,25.0,"T-SHIRT EXTRA LARGE, LONG TRÈS CONFORTABLE TAILLE 44 EN TRÈS BON ÉTATTRADUIRE"
777,NEUF AVEC ÉTIQUETTE,QUICKSILVER,,2022-04-05,,29.0,T-SHIRT COTON BIO QUIKSILVER TAI DAITRADUIRE
